id,zip_code,city,state_code,state_name,Housing Affordability,Housing Affordability,Housing Affordability,Housing Affordability,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Job Market Strength,Job Market Strength,Job Market Strength,Job Market Strength,Living Affordability,Living Affordability,Living Affordability,Living Affordability,Living Affordability
162,71369,Simmesport,LA,Louisiana,$63 K,0.16%,-12.2%,$10.94,33,44,63,74,63,22,11,3.9%,0.79%,43,$19.59 K,4.2%,32,21,9.7%,57
163,71404,Atlanta,LA,Louisiana,$363.7 K,0.94%,0.5%,$172.85,94,88,71,56,51,71,71,3.9%,1.24%,77,$77.66 K,5.8%,39,42,8.9%,76
164,71407,Bentley,LA,Louisiana,$145.4 K,1%,4.1%,$108.8,50,64,64,68,40,24,15,2.8%,0.91%,64,$53.15 K,3.1%,28,39,6%,68
165,71426,Fisher,LA,Louisiana,$403.8 K,0.96%,2.5%,$140.98,98,87,59,79,51,56,46,2.7%,0.33%,91,$126.55 K,3.2%,28,43,7%,54
166,71661,Parkdale,AR,Arkansas,$121.5 K,1.16%,-0.7%,$58.71,55,62,56,92,64,44,35,4.7%,5.63%,48,$35.19 K,4.2%,33,29,6%,49
167,71909,Hot Springs Village,AR,Arkansas,$293.6 K,0.52%,3%,$156.97,72,54,63,77,59,28,23,3.4%,1.25%,74,$68.58 K,4.9%,33,41,8%,54
168,71944,Grannis,AR,Arkansas,$106.7 K,0.43%,3.5%,$96.31,62,52,62,81,69,18,11,3.5%,1.74%,38,$62.5 K,4.9%,33,26,9.5%,38
169,71957,Mount Ida,AR,Arkansas,$208 K,0.39%,9.1%,$110.75,67,42,62,75,62,27,21,4.8%,8.45%,30,$42.78 K,4.9%,35,35,10.5%,50
170,72035,Conway,AR,Arkansas,$231.7 K,0.62%,3.6%,$124.13,83,63,64,64,62,52,39,2.7%,1.63%,87,$54.04 K,4.9%,32,40,8.75%,40
171,72328,Crumrod,AR,Arkansas,,,,,,,,,,,,,,,,,,,,
172,72410,Alicia,AR,Arkansas,$69.1 K,0.48%,0.6%,$53.74,49,37,68,76,65,20,10,3.2%,1.01%,22,$26.88 K,4.9%,34,24,9%,45
173,72445,Minturn,AR,Arkansas,$987.9 K,0.33%,5.5%,$499.47,94,74,34,84,60,24,19,3.1%,7.68%,72,$103.33 K,4.4%,29,57,8.9%,45
174,72524,Cord,AR,Arkansas,$133.5 K,1.28%,2.9%,$75.74,39,47,66,69,69,46,29,3.5%,-0.5%,50,$33.17 K,5.8%,36,31,8%,29
175,72530,Drasco,AR,Arkansas,,,,,,,,,,,,,,,,,,,,
176,72537,Gamaliel,AR,Arkansas,$106.9 K,0.72%,-2.1%,$80.94,69,42,65,82,64,21,11,4.4%,-1.2%,55,$34.69 K,4.5%,27,29,6%,41
177,72672,Pyatt,AR,Arkansas,$114.6 K,0.53%,1.7%,$80.48,55,29,63,79,64,22,17,4%,-0.25%,61,$60.31 K,4.9%,31,28,8.75%,39
178,72687,Yellville,AR,Arkansas,$202.5 K,0.52%,-1.2%,$134.06,54,29,59,73,62,25,15,4%,-0.25%,49,$33.98 K,4.9%,37,36,10.25%,34
179,72762,Springdale,AR,Arkansas,$284 K,0.61%,5.1%,$150.1,65,72,70,74,54,67,49,2.1%,2.09%,91,$59.99 K,4.9%,34,39,9.75%,46
180,72855,Paris,AR,Arkansas,$245.5 K,1.27%,4.8%,$124.12,77,69,62,82,54,51,38,2.6%,0.37%,86,$104.5 K,3.2%,36,43,7%,49
181,73007,Arcadia,OK,Oklahoma,$1.39 M,0.7%,5.6%,$487.41,89,100,88,23,17,87,69,3.8%,-0.35%,63,$108.21 K,9.3%,35,61,10.25%,100
182,73011,Bradley,OK,Oklahoma,$156.4 K,2.37%,9.5%,-,53,55,58,79,59,44,38,4.9%,-0.74%,42,$59.75 K,5%,37,34,8.25%,42
183,73019,Norman,OK,Oklahoma,$234.8 K,1.03%,2.7%,$127.65,87,61,69,68,59,57,48,2.9%,1.84%,81,$62.85 K,4.8%,36,38,9%,57
184,73029,Cyril,OK,Oklahoma,$101.4 K,0.58%,6%,$71.93,41,38,66,78,63,21,10,3.2%,2.64%,29,$46.63 K,4.8%,36,29,10%,41
185,73043,Greenfield,OK,Oklahoma,$273.6 K,1.99%,10%,$170.71,78,95,53,70,52,44,35,3.1%,1.02%,50,$67.54 K,5.3%,37,35,5.5%,57
186,73448,Marietta,OK,Oklahoma,$459.5 K,0.64%,5%,$201.24,89,73,70,70,44,72,57,2.7%,1.25%,87,$67.59 K,5.8%,35,40,6%,80
187,73449,Mead,OK,Oklahoma,$315.6 K,0.82%,3.1%,$122.97,74,70,71,73,49,42,26,2.9%,2.28%,76,$74.32 K,0%,37,45,7.5%,71
188,73455,Ravia,OK,Oklahoma,$121.8 K,0.58%,1.9%,$98.92,50,29,66,76,60,21,15,4.1%,8.87%,62,$55 K,4.8%,37,25,9.5%,46
189,73487,Tatums,OK,Oklahoma,$126.5 K,0.79%,1.2%,$87.33,60,55,65,73,73,18,10,3.6%,2.51%,59,$56.39 K,4.8%,36,19,10.38%,39
190,73554,Mangum,OK,Oklahoma,$63 K,0.62%,4.9%,$41.47,44,50,69,78,62,24,15,3.7%,5.29%,29,$47.92 K,4.8%,40,22,9.5%,40
191,73560,Olustee,OK,Oklahoma,$83.2 K,0.77%,7.2%,$46.49,52,49,69,79,64,20,10,2.7%,1.81%,30,$58.07 K,4.8%,41,17,6.62%,32
192,73632,Cordell,OK,Oklahoma,,,,,,,,,,,,,,,,,,,,
193,73641,Dill City,OK,Oklahoma,$76.9 K,0.6%,8.4%,$53.11,61,33,69,81,62,20,10,3.3%,1.79%,28,$40 K,4.8%,35,23,9.5%,40
194,73718,Ames,OK,Oklahoma,$256.1 K,1.51%,-0.9%,$152.76,97,81,58,78,73,60,48,2.1%,-3.4%,66,$57.43 K,5.7%,36,37,7%,32
195,73743,Hillsdale,OK,Oklahoma,$677.2 K,1.78%,7.2%,$340.61,95,93,44,71,46,22,10,3.8%,-0.11%,62,$175.8 K,5.5%,44,58,6.62%,95
196,73755,Longdale,OK,Oklahoma,$124.7 K,0.53%,0.9%,$89.43,59,34,66,81,66,21,12,2.2%,1.16%,53,$40.75 K,4.8%,38,26,8.38%,36
197,74020,Cleveland,OK,Oklahoma,$103.5 K,1.88%,2.4%,$77.92,88,93,70,60,68,55,54,3.6%,2.45%,42,$37.27 K,3.2%,34,29,8%,52
198,74027,Delaware,OK,Oklahoma,$370.9 K,1.54%,2.1%,$165.29,89,66,59,77,51,70,63,2.6%,1.24%,93,$86.39 K,3.2%,36,48,7%,55
199,74078,Stillwater,OK,Oklahoma,$237.3 K,0.95%,3.4%,$127.15,91,54,66,71,68,51,46,2.7%,1.25%,71,$40 K,4.8%,34,43,9.31%,30
200,74104,Tulsa,OK,Oklahoma,$202.8 K,1.09%,3.8%,$109.3,86,99,65,63,64,50,39,3.5%,2.02%,58,$56.65 K,4.8%,34,36,8.52%,48
201,74346,Jay,OK,Oklahoma,$207.5 K,1.32%,12.4%,$171.2,54,62,49,93,59,18,10,3.9%,2.28%,55,$76.59 K,6.8%,40,54,5.5%,41
202,74368,Twin Oaks,OK,Oklahoma,$253.1 K,1.24%,4.6%,$120.58,92,100,67,63,52,40,33,2.8%,1.17%,52,$113.08 K,5%,33,48,9.99%,54
203,74438,Hitchita,OK,Oklahoma,$63.6 K,0.65%,1.7%,$32.65,52,23,64,74,59,20,10,5.5%,1.76%,45,$41.46 K,4.8%,34,21,6.5%,48
204,74570,Stuart,OK,Oklahoma,$382.2 K,0.83%,2.8%,$197.89,73,59,77,81,61,74,66,3%,2.56%,88,$61.88 K,0%,31,53,7%,51
205,74646,Nardin,OK,Oklahoma,$174.5 K,0.68%,-1.5%,$83.41,79,50,63,73,66,17,10,3.5%,0.37%,39,$53.75 K,4.8%,38,24,5.75%,33
206,74734,Eagletown,OK,Oklahoma,$112.2 K,0.42%,-6.8%,$98.27,26,18,64,75,63,18,10,4.1%,4.66%,35,$33.33 K,4.8%,35,24,6.25%,47
207,74759,Soper,OK,Oklahoma,$100.6 K,1.23%,2.6%,$65.58,28,38,67,75,60,24,13,3.3%,1.94%,60,$28.61 K,5.8%,40,31,8%,44
208,74872,Stratford,OK,Oklahoma,$393.6 K,2.24%,10.6%,$251.29,87,91,65,68,44,21,10,4.3%,-0.63%,64,$91.03 K,5.5%,56,52,6.35%,88
209,75019,Coppell,TX,Texas,$623.3 K,1.73%,3%,$227.55,91,91,71,69,46,61,42,3%,1.97%,71,$143.82 K,0%,37,52,8.25%,67
210,75024,Plano,TX,Texas,$490.2 K,1.62%,3.3%,$188.32,97,100,70,69,61,82,66,3.1%,2%,87,$105.68 K,0%,37,51,8.25%,47
211,75035,Frisco,TX,Texas,$635.5 K,1.74%,1.8%,$200.02,97,97,71,76,59,99,90,3.2%,2%,93,$144.57 K,0%,36,55,8.25%,50
212,75164,Josephine,TX,Texas,$300.1 K,1.86%,-1.7%,$157.79,83,98,68,77,56,23,13,3.2%,2%,95,$80.65 K,0%,38,36,8.25%,53
213,75218,Dallas,TX,Texas,$297.6 K,1.67%,0%,$136.8,92,100,70,63,51,60,49,3.4%,1.97%,76,$63.99 K,0%,35,42,8.25%,75
214,75452,Leonard,TX,Texas,$518 K,0.95%,3.5%,$215.35,83,64,71,82,57,34,30,1.6%,1.59%,93,$138.3 K,4.8%,41,63,6%,59
215,75476,Ravenna,TX,Texas,$186.1 K,1.41%,4.6%,$120.51,52,60,57,78,62,48,37,3%,1.54%,52,$48.22 K,3.2%,34,38,7%,42
216,75481,Sulphur Bluff,TX,Texas,,,,,,,,,,,,,,,,,,,,
217,75482,Sulphur Springs,TX,Texas,$234.9 K,1.18%,-3.4%,$89.87,46,58,66,73,70,50,40,2.8%,1.58%,79,$54.95 K,0%,34,33,8.25%,30
218,75556,Bloomburg,TX,Texas,$114.2 K,1.15%,-7%,$83.28,61,33,61,69,63,19,10,4.3%,1.06%,40,$82.5 K,0%,35,21,8.25%,41
219,75603,Longview,TX,Texas,$217.7 K,1.34%,3%,$115.61,54,51,62,71,60,54,41,4%,1.22%,62,$61 K,0%,36,29,8.25%,40
220,75681,Mount Enterprise,TX,Texas,$196.9 K,1.03%,0.1%,$122.51,50,49,65,78,54,20,11,3.5%,1.58%,64,$55.16 K,0%,36,25,8.25%,51
221,75780,New Summerfield,TX,Texas,$144 K,1.26%,3.8%,$115.34,36,50,68,75,65,36,23,4%,1.54%,69,$63.9 K,0%,41,22,7.75%,40
222,75790,Van,TX,Texas,$484.5 K,0.87%,2.6%,$269.92,74,76,69,69,33,58,47,4.3%,0.54%,81,$73.63 K,0%,19,46,8.7%,75
223,75792,Winona,TX,Texas,$231.7 K,0.97%,5.7%,$163.65,80,59,60,81,72,65,69,1.5%,-0.42%,56,$52.5 K,6.8%,33,39,7.38%,24
224,75862,Trinity,TX,Texas,$388.7 K,0.84%,0.2%,$170.98,82,80,77,77,55,47,32,3.5%,2.78%,91,$106.86 K,0%,39,57,7%,62
225,76248,Keller,TX,Texas,$643.2 K,1.97%,1.6%,$212.13,90,100,67,59,44,63,49,3%,2.02%,77,$162.09 K,0%,39,51,8.25%,72
226,76435,Carbon,TX,Texas,$158.4 K,1.94%,2.7%,$70.89,91,62,62,79,63,59,60,3.6%,-1.18%,30,$44.85 K,5%,37,35,9.75%,33
227,76513,Belton,TX,Texas,$234.1 K,1.03%,2.9%,$91.36,58,67,65,80,56,42,36,2.8%,1.89%,86,$68.03 K,5%,34,41,10.1%,50
228,76632,Chilton,TX,Texas,$256.5 K,1.79%,8%,$149.61,67,64,56,83,59,30,21,2.1%,1.95%,59,$70.1 K,5.3%,35,28,5.5%,41
229,76643,Hewitt,TX,Texas,$303.5 K,1.5%,-0.5%,$157.65,80,65,67,80,62,30,18,3.1%,1.74%,74,$75.9 K,0%,34,34,8.25%,32
230,76653,Kosse,TX,Texas,$198.1 K,1.29%,-4.2%,$140.46,38,51,67,73,64,20,11,4%,1.97%,47,$60.83 K,0%,37,31,8.25%,36
231,77014,Houston,TX,Texas,$256.7 K,1.6%,-0.2%,$119.9,100,100,64,54,50,62,50,4.2%,1.72%,71,$60.44 K,0%,32,41,8.25%,74
232,77030,Houston,TX,Texas,$256.7 K,1.6%,-0.2%,$119.9,100,100,64,54,50,62,50,4.2%,1.72%,71,$60.44 K,0%,32,41,8.25%,74
233,77036,Houston,TX,Texas,$256.7 K,1.6%,-0.2%,$119.9,100,100,64,54,50,62,50,4.2%,1.72%,71,$60.44 K,0%,32,41,8.25%,74
234,77059,Houston,TX,Texas,$256.7 K,1.6%,-0.2%,$119.9,100,100,64,54,50,62,50,4.2%,1.72%,71,$60.44 K,0%,32,41,8.25%,74
235,77060,Houston,TX,Texas,$256.7 K,1.6%,-0.2%,$119.9,100,100,64,54,50,62,50,4.2%,1.72%,71,$60.44 K,0%,32,41,8.25%,74
236,77433,Cypress,TX,Texas,$925 K,0.66%,7.1%,$523.02,89,93,89,57,38,80,58,3.8%,-0.79%,68,$117.46 K,9.3%,34,50,10.25%,76
237,77446,Prairie View,TX,Texas,$197.5 K,1.49%,-4.8%,$120.92,64,47,68,74,40,22,13,4.3%,2.3%,83,$19.24 K,0%,42,39,8.25%,64
238,77453,Lane City,TX,Texas,,,,,,,,,,,,,,,,,,,,
239,77550,Galveston,TX,Texas,$356.5 K,1.53%,-1.7%,$199.83,76,51,77,79,61,68,93,3.7%,1.81%,70,$57.45 K,0%,31,41,8.25%,42
240,77665,Winnie,TX,Texas,$224.1 K,1.02%,-1.8%,$128.68,55,53,69,68,42,28,16,4.8%,1.72%,68,$65.75 K,0%,30,38,8.12%,75
241,77702,Beaumont,TX,Texas,$144.3 K,1.66%,-5.7%,$77.04,56,55,66,57,58,48,43,5.1%,1.35%,38,$53.75 K,0%,31,28,8.25%,44
242,77879,Somerville,TX,Texas,$882 K,1.08%,1.4%,$522.72,98,100,64,73,83,23,10,2.3%,0.86%,76,$120.78 K,5%,44,76,6.25%,66
243,78009,Castroville,TX,Texas,$611.7 K,0.66%,0.8%,$515.16,29,83,82,80,33,33,18,5.6%,2.9%,53,$74.59 K,9.3%,30,56,7.75%,62
244,78019,Encinal,TX,Texas,$107.3 K,0.77%,-11.7%,$40.54,14,41,61,78,60,22,11,2.1%,1.53%,77,$49.22 K,0%,36,19,8.25%,36
245,78070,Spring Branch,TX,Texas,,,,,,,,,,,,,,,,,,,,
246,78132,New Braunfels,TX,Texas,$357.9 K,1.48%,-5.8%,$158.03,83,61,69,71,63,100,99,3%,1.75%,94,$85.83 K,0%,36,30,8.25%,44
247,78151,Runge,TX,Texas,$101.1 K,0.93%,-24%,$45.81,30,51,67,85,67,21,11,2.9%,0.17%,89,$36.64 K,0%,33,22,8.25%,37
248,78222,San Antonio,TX,Texas,$257.8 K,1.88%,-2.8%,$134.35,88,100,70,64,55,60,52,3.2%,1.71%,87,$59.59 K,0%,33,29,8.25%,58
249,78385,Sarita,TX,Texas,$125.7 K,1.68%,-3.6%,$89.79,70,34,67,81,66,19,13,6.9%,18.18%,66,$45.46 K,0%,31,13,6.25%,34
250,78410,Corpus Christi,TX,Texas,$224.5 K,1.78%,-0.2%,$127.89,60,61,69,75,65,51,44,3.7%,1.6%,68,$64.45 K,0%,36,29,8.25%,42
251,78590,San Perlita,TX,Texas,$64.4 K,1.74%,-9.9%,$55.57,53,31,64,84,67,24,17,5.8%,4.94%,59,$30.16 K,0%,31,19,6.25%,37
252,78597,South Padre Island,TX,Texas,$424.4 K,1.76%,2.7%,$187.38,68,79,81,82,63,53,39,4.7%,1.95%,66,$62.56 K,0%,27,43,8.25%,47
253,78616,Dale,TX,Texas,$403.6 K,1.01%,3.6%,$272.01,79,71,70,72,57,49,35,2.8%,3.63%,90,$109.56 K,5.8%,37,58,6%,75
254,78619,Driftwood,TX,Texas,$159.6 K,0.51%,6%,$73.19,46,52,63,78,60,18,11,2.9%,-1.71%,37,$65.61 K,3.2%,35,37,7%,33
255,78659,Paige,TX,Texas,,,,,,,,,,,,,,,,,,,,
256,78664,Round Rock,TX,Texas,$412.9 K,1.83%,-7.7%,$177.73,89,98,68,68,46,77,57,2.9%,1.67%,93,$91.89 K,0%,39,32,8.25%,69
257,78735,Austin,TX,Texas,$559.3 K,1.59%,-8.2%,$258.25,94,97,66,67,51,71,58,2.9%,1.65%,87,$86.56 K,0%,37,39,8.25%,64
258,78753,Austin,TX,Texas,$559.3 K,1.59%,-8.2%,$258.25,94,97,66,67,51,71,58,2.9%,1.65%,87,$86.56 K,0%,37,39,8.25%,64
259,78870,Knippa,TX,Texas,$174.2 K,1.44%,-3.1%,$131.12,81,51,69,77,63,19,10,3.6%,2.13%,78,$70.2 K,0%,37,23,7.25%,32
260,78938,Ellinger,TX,Texas,,,,,,,,,,,,,,,,,,,,
261,79045,Hereford,TX,Texas,$156.7 K,1.54%,1.2%,$64.6,44,56,71,80,70,36,26,2.6%,6.04%,55,$51.16 K,0%,33,24,8.25%,24
262,79336,Levelland,TX,Texas,$130.6 K,1.74%,-0.5%,$72.7,42,54,75,75,63,34,21,3.1%,1.17%,57,$50.71 K,0%,30,25,8.25%,32
263,79347,Muleshoe,TX,Texas,$110.8 K,1.64%,2.8%,$49.91,42,45,66,79,61,28,17,3.7%,7.49%,27,$76.62 K,0%,35,24,8.25%,31
264,79350,New Deal,TX,Texas,$124.5 K,1.63%,-3.8%,$66.29,62,66,76,84,59,25,23,2.8%,1.34%,71,$76.96 K,0%,31,21,8.25%,38
265,79502,Aspermont,TX,Texas,$78.2 K,1.36%,-20.3%,$29.55,70,50,71,80,56,20,11,2.7%,8.88%,25,$78.75 K,0%,40,23,8.25%,29
266,79529,Knox City,TX,Texas,$60.1 K,1.98%,-12%,$22.71,57,43,72,80,58,22,12,3.2%,7.2%,25,$37.37 K,0%,42,19,8.25%,30
267,79783,Tarzan,TX,Texas,,,,,,,,,,,,,,,,,,,,
268,79906,El Paso,TX,Texas,$216.7 K,2.17%,6%,$115.75,63,100,78,63,57,74,63,3.8%,0.86%,73,$55.71 K,0%,35,28,8.25%,52
269,79920,El Paso,TX,Texas,$216.7 K,2.17%,6%,$115.75,63,100,78,63,57,74,63,3.8%,0.86%,73,$55.71 K,0%,35,28,8.25%,52
270,79942,El Paso,TX,Texas,$216.7 K,2.17%,6%,$115.75,63,100,78,63,57,74,63,3.8%,0.86%,73,$55.71 K,0%,35,28,8.25%,52
271,80105,Deer Trail,CO,Colorado,$400.3 K,0.55%,0.5%,$285.5,53,81,58,84,40,21,12,3.1%,0.13%,85,$64.33 K,4.4%,37,39,3.9%,70
272,80118,Larkspur,CO,Colorado,$1.86 M,0.77%,-0.4%,$913.47,98,91,79,86,50,43,26,3.7%,-0.36%,64,$147.77 K,9.3%,34,78,9.25%,72
273,80120,Littleton,CO,Colorado,$589.2 K,0.5%,1.1%,$299.31,93,82,60,68,53,80,67,3%,0.13%,68,$90.27 K,4.4%,34,47,8.75%,72
274,80121,Littleton,CO,Colorado,$589.2 K,0.5%,1.1%,$299.31,93,82,60,68,53,80,67,3%,0.13%,68,$90.27 K,4.4%,34,47,8.75%,72
275,80123,Littleton,CO,Colorado,$589.2 K,0.5%,1.1%,$299.31,93,82,60,68,53,80,67,3%,0.13%,68,$90.27 K,4.4%,34,47,8.75%,72
276,80227,Denver,CO,Colorado,$578.1 K,0.45%,-0.8%,$367.41,94,81,61,51,53,70,66,3.4%,0.15%,74,$85.85 K,4.4%,36,46,8.81%,70
277,80235,Denver,CO,Colorado,$578.1 K,0.45%,-0.8%,$367.41,94,81,61,51,53,70,66,3.4%,0.15%,74,$85.85 K,4.4%,36,46,8.81%,70
278,80237,Denver,CO,Colorado,$578.1 K,0.45%,-0.8%,$367.41,94,81,61,51,53,70,66,3.4%,0.15%,74,$85.85 K,4.4%,36,46,8.81%,70
279,80264,Denver,CO,Colorado,$578.1 K,0.45%,-0.8%,$367.41,94,81,61,51,53,70,66,3.4%,0.15%,74,$85.85 K,4.4%,36,46,8.81%,70
280,80423,Bond,CO,Colorado,$302.4 K,1.72%,0.1%,$195.85,85,78,56,80,55,24,15,2.9%,0.33%,80,$120.59 K,5.7%,34,46,7%,41
281,80510,Allenspark,CO,Colorado,$467 K,0.44%,-5.9%,$355.38,96,89,43,76,45,22,17,2.8%,-0.26%,87,$144.27 K,4.4%,29,47,5.18%,60
282,80521,Fort Collins,CO,Colorado,$542.3 K,0.53%,0.1%,$293.17,95,85,61,66,55,83,71,2.8%,2%,77,$78.98 K,4.4%,30,48,7.55%,47
283,80914,Colorado Springs,CO,Colorado,$454.6 K,0.4%,-0.8%,$263.15,88,67,60,75,55,62,55,3.2%,1.49%,79,$79.03 K,4.4%,30,41,8.2%,54
284,80921,Colorado Springs,CO,Colorado,$454.6 K,0.4%,-0.8%,$263.15,88,67,60,75,55,62,55,3.2%,1.49%,79,$79.03 K,4.4%,30,41,8.2%,54
285,81020,Aguilar,CO,Colorado,$156.2 K,0.27%,1.6%,$78.32,38,29,61,82,56,21,11,4.9%,0.02%,23,$27.07 K,4.4%,42,46,7.4%,41
286,81036,Eads,CO,Colorado,$145.4 K,0.64%,9.1%,$76.81,52,55,63,89,65,21,14,2.3%,7.66%,42,$44.35 K,4.4%,38,37,4.9%,34
287,81043,Hartman,CO,Colorado,$129.2 K,0.6%,3.2%,$91.44,35,44,66,71,64,19,10,4.7%,-0.37%,48,$39.38 K,4.9%,35,26,8.5%,35
288,81148,Romeo,CO,Colorado,$280.2 K,2.48%,7.6%,$179.04,74,75,61,73,57,51,49,4.5%,-0.6%,76,$96.41 K,5%,36,36,8.5%,54
289,81225,Crested Butte,CO,Colorado,$1.49 M,0.3%,0.4%,$646.15,98,73,26,88,61,41,35,2.9%,6.77%,78,$67.63 K,4.4%,37,61,9.4%,32
290,81325,Egnar,CO,Colorado,,,,,,,,,,,,,,,,,,,,
291,81335,Yellow Jacket,CO,Colorado,,,,,,,,,,,,,,,,,,,,
292,81640,Maybell,CO,Colorado,$305.2 K,0.43%,7.9%,$151.04,35,46,47,89,53,26,20,3%,2.5%,31,$63.98 K,4.4%,37,33,4.9%,41
293,82190,Yellowstone National Park,WY,Wyoming,,,,,,,,,,,,,,,,,,,,
294,82227,Manville,WY,Wyoming,$397.4 K,2.04%,10.4%,$280.41,61,72,56,78,30,22,10,3.7%,0.78%,67,$85.93 K,5.5%,44,52,6.62%,86
295,82243,Veteran,WY,Wyoming,$177.6 K,2.55%,3.4%,$69.43,74,60,56,89,54,36,36,4%,1.41%,24,$60.6 K,5.5%,36,39,8%,40
296,82335,Walcott,WY,Wyoming,$255.2 K,1.33%,3%,$152.85,68,69,58,77,54,24,16,3.4%,-0.07%,57,$74.56 K,5.7%,38,39,7%,45
297,82420,Cowley,WY,Wyoming,$287.5 K,0.6%,3.5%,$164.92,60,53,57,96,57,21,10,3.5%,2.83%,53,$73.21 K,0%,32,40,5%,39
298,82450,Wapiti,WY,Wyoming,,,,,,,,,,,,,,,,,,,,
299,82501,Riverton,WY,Wyoming,$566.7 K,0.63%,-0.3%,$293.55,82,100,66,69,48,43,31,2.2%,1.93%,79,$115.87 K,4.9%,33,39,7.25%,55
300,82725,Recluse,WY,Wyoming,,,,,,,,,,,,,,,,,,,,
301,82838,Parkman,WY,Wyoming,$233.7 K,1.52%,4.6%,$118.15,85,65,59,79,50,33,25,2.2%,1.61%,51,$97.16 K,3.2%,33,39,6.75%,61
302,82929,Little America,WY,Wyoming,,,,,,,,,,,,,,,,,,,,
303,83112,Bedford,WY,Wyoming,$357 K,1.72%,1.5%,$185.37,84,100,72,59,45,48,33,3.2%,2.02%,71,$80.92 K,0%,36,46,8.25%,69
304,83217,Bancroft,ID,Idaho,$323.7 K,1.07%,5.8%,$110.43,49,60,53,84,63,43,34,1.8%,0.8%,41,$102.71 K,6.8%,33,34,7.88%,28
305,83223,Bloomington,ID,Idaho,$327.1 K,1.08%,2.6%,$230.31,91,99,58,65,51,48,36,2%,0.1%,70,$87.38 K,6.8%,36,47,7.52%,59
306,83234,Downey,ID,Idaho,$784.7 K,0.72%,5.7%,$463.86,68,100,88,19,17,63,46,4.4%,-0.35%,59,$84.24 K,9.3%,37,52,10.25%,98
307,83342,Malta,ID,Idaho,$421.2 K,1.69%,4.8%,$217.65,91,66,56,82,59,45,41,2.8%,2.08%,86,$101.18 K,5.5%,43,53,7%,47
308,83465,Lemhi,ID,Idaho,,,,,,,,,,,,,,,,,,,,
309,83547,Pollock,ID,Idaho,$371.4 K,0.68%,-1.4%,$239.4,71,72,78,61,31,28,18,4.2%,-0.43%,55,$70.49 K,9.3%,43,53,7.25%,82
310,83650,Murphy,ID,Idaho,$608 K,1.86%,2.9%,$192.28,97,100,69,74,61,36,26,3.2%,2%,85,$152.85 K,0%,37,54,8.25%,55
311,83656,Notus,ID,Idaho,$220.5 K,0.61%,-3.4%,$173.95,62,73,63,69,46,23,13,3.4%,1.39%,76,$73.25 K,5.8%,31,23,6%,51
312,83687,Nampa,ID,Idaho,$358.6 K,0.62%,-3.4%,$182.29,53,65,63,64,51,57,41,3.6%,1.39%,86,$67.35 K,5.8%,30,27,6%,47
313,83849,Osburn,ID,Idaho,$277.5 K,0.68%,-5.3%,$188.99,57,45,52,82,56,23,13,5%,2.86%,44,$41.83 K,5.8%,22,39,6%,33
314,84023,Dutch John,UT,Utah,$338.5 K,0.45%,2.9%,$129.38,47,44,53,84,51,18,11,4.7%,12.98%,40,$61.25 K,4.9%,36,38,8.45%,35
315,84037,Kaysville,UT,Utah,$632.4 K,0.53%,0%,$320.8,91,74,63,70,60,41,28,2.4%,2.47%,81,$121.87 K,4.9%,31,39,7.25%,47
316,84050,Morgan,UT,Utah,$1.38 M,0.79%,3.2%,$563.25,91,100,81,67,19,88,72,4%,-1.13%,72,$152.2 K,9.3%,39,67,9.38%,100
317,84115,Salt Lake City,UT,Utah,$554 K,0.55%,-0.7%,$362.91,89,100,67,59,56,57,52,2.6%,1.93%,88,$72.36 K,4.9%,31,37,7.75%,53
318,84318,Hyde Park,UT,Utah,$386.9 K,2.43%,4.8%,$230.93,79,69,52,82,53,49,43,3.3%,1.91%,70,$85.72 K,5.5%,52,52,8.12%,68
319,84642,Manti,UT,Utah,$327.5 K,0.62%,2.8%,$125.17,65,60,58,86,55,23,14,2.9%,2.23%,80,$53.75 K,4.9%,31,26,6.65%,38
320,84750,Marysvale,UT,Utah,$306.3 K,0.49%,2.9%,$117.07,68,43,60,88,50,17,10,5%,0.44%,63,$39.17 K,4.9%,32,25,6.1%,39
321,84758,Orderville,UT,Utah,$298.5 K,0.45%,-1.9%,$114.09,70,51,62,84,52,19,11,2.8%,5%,70,$87.36 K,4.9%,31,26,8.1%,29
322,84790,Saint George,UT,Utah,,,,,,,,,,,,,,,,,,,,
323,85013,Phoenix,AZ,Arizona,$400.2 K,0.51%,-0.1%,$216.52,100,99,76,37,43,60,50,3.6%,1.64%,84,$72.09 K,2.5%,38,37,8.6%,75
324,85042,Phoenix,AZ,Arizona,$400.2 K,0.51%,-0.1%,$216.52,100,99,76,37,43,60,50,3.6%,1.64%,84,$72.09 K,2.5%,38,37,8.6%,75
325,85045,Phoenix,AZ,Arizona,$400.2 K,0.51%,-0.1%,$216.52,100,99,76,37,43,60,50,3.6%,1.64%,84,$72.09 K,2.5%,38,37,8.6%,75
326,85123,Arizona City,AZ,Arizona,$208.3 K,0.52%,-4.8%,$143.71,54,69,73,50,55,24,13,4.2%,0%,67,$50.22 K,2.5%,41,35,6.7%,51
327,85137,Kearny,AZ,Arizona,$488.7 K,1.91%,3.9%,$225.52,76,85,67,60,50,22,10,4.9%,-0.07%,56,$81.31 K,5.5%,44,53,6.62%,95
